id,user_id,user_login,user_name,game_id,game_name,type,title,viewer_count,started_at,language,thumbnail_url,tag_ids,is_mature,follow_count,total_views
45081527516,168116110,1pvcs,1PVCS,32399,Counter-Strike: Global Offensive,live,[FR] 🔴 Vitality vs SKADE | 1/4 FINAL Pinnacle Cup #3,5056,2022-03-28T13:56:09Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_1pvcs-{width}x{height}.jpg,"['36a89a80-4fcd-4b74-b3d2-2c6fd9b30c95', '6f655045-9989-4ef7-8f85-1edcec42d648']",FALSE,111525,26546373
39607329977,57131280,drututt,Drututt,21779,League of Legends,live,19 !raid 1 raid = 1 extra minute 320 raiders start,5056,2022-03-28T13:46:23Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_drututt-{width}x{height}.jpg,"['6ea6bca4-4712-4ab9-a906-e3336a9d8039', 'c1ea4496-4418-4a4f-bc30-083cfc6a616b', '9e1c4d59-fb88-4b42-99ce-b2776358c547', '52d7e4cc-633d-46f5-818c-bb59102d9549']",FALSE,280968,8524915
45996645389,50160915,dreamleague,DreamLeague,29595,Dota 2,live,LIVE: CHILLAX vs Winter Bear - DPC WEU Tour 2 - DreamLeague Season 17,5040,2022-03-28T14:08:42Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_dreamleague-{width}x{height}.jpg,"['36a89a80-4fcd-4b74-b3d2-2c6fd9b30c95', '6ea6bca4-4712-4ab9-a906-e3336a9d8039']",FALSE,526258,131645748
40666679947,740605567,xerxqc,xerxqc,32982,Grand Theft Auto V,live,chanon,5026,2022-03-28T13:31:47Z,th,https://static-cdn.jtvnw.net/previews-ttv/live_user_xerxqc-{width}x{height}.jpg,['f19c7524-c18d-41af-9f39-034c8d0b0fee'],FALSE,99767,2317035
45996986301,123512311,nihachu,Nihachu,509658,Just Chatting,live,DAY 8 | THE FIRST EVER OFFICIAL NIKI NIHACHU SUBATHON (Nihathon) | VIDEO WATCHING,4964,2022-03-28T15:03:29Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_nihachu-{width}x{height}.jpg,['6ea6bca4-4712-4ab9-a906-e3336a9d8039'],FALSE,2652056,16897643
45081277772,45329736,hitboxking,HITBOXKING,516575,VALORANT,live,KRU vs LEVIATAN 22:00 WatchParty. También 19e vs Betis 19:00. CON SORTEOS!!!,4941,2022-03-28T13:06:40Z,es,https://static-cdn.jtvnw.net/previews-ttv/live_user_hitboxking-{width}x{height}.jpg,['d4bb9c58-2141-4881-bcdc-3fe0505457d1'],FALSE,328374,17390573
45995967581,170869845,kr1stw,狂暴西南2,32982,Grand Theft Auto V,live,《狂暴西南2》3/28 || !VPN,4915,2022-03-28T12:15:13Z,zh,https://static-cdn.jtvnw.net/previews-ttv/live_user_kr1stw-{width}x{height}.jpg,"['74c92063-a389-4fd2-8460-b1bb82b04ec7', '326bf42d-75ab-4701-9862-faf0c6e24fc8', 'df262ff6-74d1-415b-942c-d584d44426c4']",TRUE,44886,10677794
45994494573,32402794,silent,Silent,32982,Grand Theft Auto V,live,FLIPPY CARRIES AU CRIMS | SileNt Live on !youtube,4903,2022-03-28T05:58:53Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_silent-{width}x{height}.jpg,['6ea6bca4-4712-4ab9-a906-e3336a9d8039'],TRUE,211203,11706075
45995867437,11561802,godjj,接接,96418879,Triangle Strategy,live,【Ｊ群玩家 GodJJ】三角戰略 最高難度一次過  J群玩家YT每日上新片,4869,2022-03-28T11:58:12Z,zh,https://static-cdn.jtvnw.net/previews-ttv/live_user_godjj-{width}x{height}.jpg,"['74c92063-a389-4fd2-8460-b1bb82b04ec7', 'bfa85d5d-28f2-4faa-81ac-9fa8995fe188', 'ba2c968b-867a-49ce-aebc-3d978a204f4a']",FALSE,360059,147909320
45078887388,411746363,its_iron,its_iron,512710,Call of Duty: Warzone,live,Tactical Trio Win Streaks,4828,2022-03-28T01:01:07Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_its_iron-{width}x{height}.jpg,"['fd8f5e68-42d3-4544-a273-5fc92dabc568', '6ea6bca4-4712-4ab9-a906-e3336a9d8039']",TRUE,517857,15020573
45081578188,42061870,daxak,Daxak,29595,Dota 2,live,https://t.me/daxak4 tiktok @daxak4  НЕ МОГУ ОПЛАТИТЬ ДАЖЕ ЮТУБ  ) ),4707,2022-03-28T14:04:11Z,ru,https://static-cdn.jtvnw.net/previews-ttv/live_user_daxak-{width}x{height}.jpg,['0569b171-2a2b-476e-a596-5bdfb45a1327'],FALSE,236134,21664676
45996211357,547554019,deuceace,DeuceAce,498566,Slots,live,BONUS BUY TOURNAMENT 🛸 !SOCIAL | 18+,4644,2022-03-28T12:59:47Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_deuceace-{width}x{height}.jpg,"['340f150f-3371-4055-9350-5c559ea913ca', '2574c042-42d3-4768-9067-e6b415aef9c3', '6ea6bca4-4712-4ab9-a906-e3336a9d8039']",TRUE,215643,13318091
45081988396,63675549,kaydop,Kaydop,30921,Rocket League,live,COVID TIME | #EpicPartner  | !g2a !gmr,4556,2022-03-28T15:10:47Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_kaydop-{width}x{height}.jpg,['6f655045-9989-4ef7-8f85-1edcec42d648'],FALSE,640635,17590438
45081220796,43899589,c_a_k_e,C_a_k_e,493057,PUBG: BATTLEGROUNDS,live,"Победы, МЛГ моменты, скилзы. Где ? я сам хз. !tg - Подпишись [ Твич остановил выплаты ]",4525,2022-03-28T12:56:03Z,ru,https://static-cdn.jtvnw.net/previews-ttv/live_user_c_a_k_e-{width}x{height}.jpg,['0569b171-2a2b-476e-a596-5bdfb45a1327'],FALSE,335388,88988569
45080991580,56865374,barbarousking,BarbarousKing,14766,Super Mario Galaxy,live,Luigi Galaxy 100% - MAR10 MARATHON CONTINUES,4421,2022-03-28T12:03:06Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_barbarousking-{width}x{height}.jpg,"['6ea6bca4-4712-4ab9-a906-e3336a9d8039', 'cea7bc0c-75a5-4446-8743-6db031b71550', '5d7b7078-ea24-4547-b50a-c02f3d490dd7']",TRUE,178858,18808406
45995762509,162658813,cookielolxx,CookieLoLxx,21779,League of Legends,live,KR SOLOQ -  50 LP MASTERS START - !youtube !EPAL !Jaxon !ZAR !Outplayed,4341,2022-03-28T11:36:07Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_cookielolxx-{width}x{height}.jpg,"['6ea6bca4-4712-4ab9-a906-e3336a9d8039', '0cf86924-7940-4e8c-8984-5fbaaca4cd2d']",FALSE,59091,2770733
45081652876,143759910,runthefutmarket,runthefutmarket,1869092879,FIFA 22,live,"COUTINHO SHOULD BE 3M CRAZY PLAYER, INSANE TRAITS / 93 JOHN STONES & 92 VAN DE BEEK WILL BE INSANE FOR PREM TEAMS | @nickrtfm on twitter",4328,2022-03-28T14:17:40Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_runthefutmarket-{width}x{height}.jpg,['6ea6bca4-4712-4ab9-a906-e3336a9d8039'],FALSE,599017,18769939
45081026780,113511896,chap_gg,Chap_GG,21779,League of Legends,live,CHAP - GROS STREAM AUJD - 20H SHOWMATCH PXXL vs NEVOS,4316,2022-03-28T12:11:18Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_chap_gg-{width}x{height}.jpg,['6f655045-9989-4ef7-8f85-1edcec42d648'],FALSE,193442,4488750
45081691100,53649632,naowh,Naowh,18122,World of Warcraft,live,WE'RE FREE (UNTIL MDI) <ECHO> !GIVEAWAY !SOCIALS !ROCCAT !displate,4311,2022-03-28T14:24:29Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_naowh-{width}x{height}.jpg,"['b157e8d6-b7ba-49f4-836f-09886c072f1f', '6ea6bca4-4712-4ab9-a906-e3336a9d8039']",FALSE,194285,20907440
45995691533,435389332,real_bazzi,Real_Bazzi,32982,Grand Theft Auto V,live,[IMMORTAL] Familienfreundlicher Stream !dc !insta,4309,2022-03-28T11:20:38Z,de,https://static-cdn.jtvnw.net/previews-ttv/live_user_real_bazzi-{width}x{height}.jpg,['9166ad14-41f1-4b04-a3b8-c8eb838c6be6'],TRUE,266887,8429076
45996153933,112618532,ale_apoka,ale_apoka,32399,Counter-Strike: Global Offensive,live,IMPERIAL ESPECIAL !cortes !keydrop !sorteio,4302,2022-03-28T12:50:05Z,pt,https://static-cdn.jtvnw.net/previews-ttv/live_user_ale_apoka-{width}x{height}.jpg,"['ac763b17-7bea-4632-9eb4-d106689ff409', '1eba3cfe-51cc-460a-8259-bc8bb987f904', '39ee8140-901a-4762-bfca-8260dea1310f']",TRUE,188507,5578686
45081751804,42316376,just_ns,just_ns,29595,Dota 2,live,Апает рейтинг на пятерне | !tg !yt,4282,2022-03-28T14:35:03Z,ru,https://static-cdn.jtvnw.net/previews-ttv/live_user_just_ns-{width}x{height}.jpg,['0569b171-2a2b-476e-a596-5bdfb45a1327'],TRUE,470103,54706241
45995528525,176609584,alexdieci,alexdieci,263490,Rust,live,[DROPS ON] TwitchRivals DROPPERSS DROPPERSS !drops !rivals !discord !yt,4258,2022-03-28T10:44:32Z,it,https://static-cdn.jtvnw.net/previews-ttv/live_user_alexdieci-{width}x{height}.jpg,"['5b9935eb-1e9a-4217-98ad-62bda5cff0d1', 'c2542d6d-cd10-4532-919b-3d19f30a768b']",TRUE,9018,263807
40665753803,25202416,shuteye_orange,蝦愛橘子,509658,Just Chatting,live,⭐New 木村❤️海藤寶貝的前妻🎁看台送MYcard點數 !MY【FW🍊蝦愛橘子】遊戲名稱 !遊戲,4242,2022-03-28T05:32:39Z,zh,https://static-cdn.jtvnw.net/previews-ttv/live_user_shuteye_orange-{width}x{height}.jpg,"['74c92063-a389-4fd2-8460-b1bb82b04ec7', '068c541b-dc07-4d7f-a689-5578f90905a9', '1706e401-a023-49fc-9b10-7bf73f59c940']",TRUE,121306,71999688
45078940732,57292293,ratirl,RATIRL,498592,I'm Only Sleeping,live,resting 1-2h  PotFriend UNCAPPED day 6 Subathon  1sub=50sec  [Ratuber]  :smirkface:  🥩🍸,4191,2022-03-28T01:09:03Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_ratirl-{width}x{height}.jpg,"['52d7e4cc-633d-46f5-818c-bb59102d9549', '6ea6bca4-4712-4ab9-a906-e3336a9d8039']",TRUE,706256,45317539
39606714681,29396564,peeve,Peeve,512953,Elden Ring,live,"RL 125 Vigor Check PvP | NEW emotes T1: pvpTasty, T2: pvpUgh | !veil | !meta | !1st | !thoughts | PS5",4186,2022-03-28T05:22:42Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_peeve-{width}x{height}.jpg,"['79977fb9-f106-4a87-a386-f1b0f99783dd', '8486f56b-8677-44f7-8004-000295391524', 'a4fac2cc-7cd4-44a6-b620-178182389a5b', '6ea6bca4-4712-4ab9-a906-e3336a9d8039']",TRUE,190926,15197150
45996388877,133923936,2chamcham2,탬탬버린,493057,PUBG: BATTLEGROUNDS,live,안뇽가리 ٩(●'▿'●)۶ *,4155,2022-03-28T13:27:37Z,ko,https://static-cdn.jtvnw.net/previews-ttv/live_user_2chamcham2-{width}x{height}.jpg,['ab2975e3-b9ca-4b1a-a93e-fb61a5d5c3a4'],FALSE,571387,53435145
45996278061,103861159,yapyap30,얍얍,512708,Mahjong Soul,live,금탁2트,4143,2022-03-28T13:09:02Z,ko,https://static-cdn.jtvnw.net/previews-ttv/live_user_yapyap30-{width}x{height}.jpg,['ab2975e3-b9ca-4b1a-a93e-fb61a5d5c3a4'],FALSE,325885,88386527
